//
/////////////////////////////////////////// EXTRASUNNY_LA
//
// Amb         Amb_Obj        Dir            Sky top        Sky bot        SunCore        SunCorona      SunSz    SprSz    SprBght    Shdw    LightShd    PoleShd    FarClp    FogSt      LightOnGround    LowCloudsRGB    BottomCloudRGB    WaterRGBA          Alpha1    RGB1           Alpha2    RGB2     CloudAlpha    IntensityLimit    WaterFogAlpha    DirMult
// Midnight
   21 25 31    207 229 255    255 255 255     15  29  47     19  29  31      0   0   0      0   0   0    10.0     0.5       1.0       127     63            0        3000.0      100.0     0.5              0  0  0          0   0   0        63 111 127 191    127         0   0   0    127       0 0 0     0             0                 0               1.0    
// 1AM
   21 25 31    207 229 255    255 255 255     15  29  47     19  29  31      0   0   0      0   0   0    10.0     0.5       1.0       127     63            0        3000.0      100.0     0.5              0  0  0          0   0   0        63 111 127 191    127         0   0   0    127       0 0 0     0             0                 0               1.0    
// 2AM
   21 25 31    207 229 255    255 255 255     15  29  47     19  29  31      0   0   0      0   0   0    10.0     0.5       1.0       127     63            0        3000.0      100.0     0.5              0  0  0          0   0   0        63 111 127 191    127         0   0   0    127       0 0 0     0             0                 0               1.0    
// 3AM
   21 25 31    207 229 255    255 255 255     15  29  47     19  29  31      0   0   0      0   0   0    10.0     0.5       1.0       127     63            0        3000.0      100.0     0.5              0  0  0          0   0   0        63 111 127 191    127         0   0   0    127       0 0 0     0             0                 0               1.0    
// 4AM
   22 25 31    212 232 255    255 255 255     47  68  87     30  39  43      0   0   0      0   0   0    10.0     0.5       1.0       127     63            0        3000.0      100.0     0.5              0  0  0          0   0   0        63 111 127 191    127         0   0   0    127       0 0 0     0             0                 0               1.0    
// 5AM
   27 29 31    233 247 255    255 255 255    179 225 249     75  81  95      0   0   0      0   0   0    10.0     0.5       1.0       127     63            0        3000.0      100.0     0.5              0  0  0          0   0   0        63 111 127 191    127         0   0   0    127       0 0 0     0             0                 0               1.0    
// 6AM
   31 27 23    255 235 225    255 255 255    149 107  83    203 139 103    127 127 127    127 127 127    10.0     0.5       1.0       127     63            0        3000.0      100.0     0.5              0  0  0          0   0   0        63 111 127 191    127       127  63   0    127       0 0 0     0             0                 0               1.0    
// 7AM
   47 53 63    223 239 255    255 255 255     63  79 127    175 211 255    127 127 127    127 127 127    10.0     0.5       0.1       191      0          191        3000.0      100.0     0.0              0  0  0          0   0   0       127 223 255 191    127       127 107  63    127       0 0 0     0             0                10               1.0    
// 8AM
